[ 2017-10-01T13:01:37+08:00 ] /index.php/article/index/id/161 | INFO: Tag[ route_check ] --START--
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Run ParseTemplate Behavior [ RunTime:0.012932s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012967s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Tag[ view_filter ] --START--
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Run ContentReplace Behavior [ RunTime:0.000461s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Run TokenBuild Behavior [ RunTime:0.000461s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000245s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Run ShowRuntime Behavior [ RunTime:0.000371s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001633s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Tag[ view_end ] --START--
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000360s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/4 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000391s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Tag[ route_check ] --START--
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Run CheckRoute Behavior [ RunTime:0.000654s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000771s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Tag[ app_begin ] --START--
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000454s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000492s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] mysql_connect(): The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead DbMysql.class.php 第 67 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | SQL: SHOW COLUMNS FROM `think_article` [ RunTime:0.001796s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | SQL: SELECT COUNT(*) AS tp_count FROM `think_article` WHERE ( `type` = '24' ) LIMIT 1   [ RunTime:0.001363s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8] Use of undefined constant TIFAWEB_DSWJCMS - assumed 'TIFAWEB_DSWJCMS' Page.class.php 第 101 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | SQL: SELECT * FROM `think_article` WHERE ( `type` = '24' ) ORDER BY time desc LIMIT 40,10   [ RunTime:0.014824s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | SQL: SHOW COLUMNS FROM `think_article_type` [ RunTime:0.001674s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | SQL: SELECT * FROM `think_article_type` WHERE ( `id` = '24' ) LIMIT 1   [ RunTime:0.001374s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | SQL: SELECT `id`,`images`,`title` FROM `think_article` ORDER BY hits desc,time desc LIMIT 5   [ RunTime:0.001360s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | SQL: select * from think_article_type where status=1 order by rand() limit 9 [ RunTime:0.001571s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Tag[ view_template ] --START--
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Run LocationTemplate Behavior [ RunTime:0.000481s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000517s ]
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | INFO: Tag[ view_parse ] --START--
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:51+08:00 ] /index.php/articletype/index/id/24/p/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
